Url,Company Name
http://www.africaoilcorp.com/,Africa Oil Corp
http://www.tullowoil.com/,Tullow Oil
http://exxonmobil.com,ExxonMobil
http://www.bg-group.com/,BG Group
http://www.shell.com/,Shell
http://www.bp.com/,BP
http://www.chevron.com/,Chevron
http://www.chk.com/,Chesapeake Energy Corporation
http://www.cnpc.com.cn/,China National Petroleum Corporation
